Keyword,Seller Name,Product Link,Image URL,Price,Page
clocky,JACKYLED,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MToyNjcyOTkzOTUzMTAyODgxOjE3MjcxOTcxNDc6c3BfYXRmOjMwMDAxNTY2Mjg1NzIwMjo6MDo6&url=%2FJACKYLED-Certified-Charger-Protector-Brightness%2Fdp%2FB07W4MW2TQ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40%26dib_tag%3Dse%26keywords%3Dclocky%26qid%3D1727197147%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71IDP7n0YcL._AC_UL320_.jpg,55.64,1
clocky,1PC Kids Alarm Clock Rechargable Capybara Night Light Animal Shaped Cute Alarm Clock Intelligently Controlled Kids Digital Clock Multipurpose Ok to Wake Clock for Toddlers Boys Girls,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MToyNjcyOTkzOTUzMTAyODgxOjE3MjcxOTcxNDc6c3BfYXRmOjMwMDM0MTI0ODc1NDIwMjo6MDo6&url=%2FRechargable-Capybara-Intelligently-Controlled-Multipurpose%2Fdp%2FB0D2NY9DHF%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40%26dib_tag%3Dse%26keywords%3Dclocky%26qid%3D1727197147%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/51liwwv7JML._AC_UL320_.jpg,21.42,1
clocky,FLOITTUY,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MToyNjcyOTkzOTUzMTAyODgxOjE3MjcxOTcxNDc6c3BfYXRmOjIwMDAzNzIxMTc0OTY2MTo6MDo6&url=%2FFLOITTUY-Battery-Operated-Bedroom-Decoration%2Fdp%2FB08BYRZXYK%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40%26dib_tag%3Dse%26keywords%3Dclocky%26qid%3D1727197147%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/51aAyC5+o3L._AC_UL320_.jpg,17.99,1
clocky,FLOITTUY,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MToyNjcyOTkzOTUzMTAyODgxOjE3MjcxOTcxNDc6c3BfYXRmOjIwMDA3MzYxODQ4OTI2MTo6MDo6&url=%2FFLOITTUY-Sleepers-Backlight-Bedroom-Decoration%2Fdp%2FB08YYG37S9%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40%26dib_tag%3Dse%26keywords%3Dclocky%26qid%3D1727197147%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/71fYDoFlzZS._AC_UL320_.jpg,19.99,1
clocky,CLOCKY,https://www.amazon.ca/CLOCKY-Sleepers-Vibrating-Annoying-Energized/dp/B004MSMUGI/ref=sr_1_5?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-5,https://m.media-amazon.com/images/I/51La0E7F29L._AC_UL320_.jpg,,1
clocky,"Alarm Clock on Wheels | Extra Loud for Heavy Sleeper (Adult or Kid Bed-Room Robot Clockie) Funny, Rolling, Run-Away, Moving, Jumping",https://www.amazon.ca/Sleeper-Bed-Room-Clockie-Rolling-Run-Away/dp/B0CCL38BXK/ref=sr_1_6?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-6,https://m.media-amazon.com/images/I/51QlKiGQUFL._AC_UL320_.jpg,23.90,1
clocky,"Extra Loud RGB Alarm Clock for Heavy Sleeper Hearing Impaired Deaf Bedroom, Rainbow Vibrating Dual Alarm with Bed Shaker, Large Mirror Screen & 4 Dimmer,7-Color Night Light, USB Charger,Battery Backup",https://www.amazon.ca/Sleeper-Hearing-Impaired-Bedroom-Vibrating/dp/B0CWD8MG8J/ref=sr_1_7?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-7,https://m.media-amazon.com/images/I/71fpWJfL2eL._AC_UL320_.jpg,29.99,1
clocky,ROCAM,https://www.amazon.ca/ROCAM-Display-Brightness-Vibrating-Sleepers/dp/B08BJTS53T/ref=sr_1_8?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-8,https://m.media-amazon.com/images/I/611njkLeQ+L._AC_UL320_.jpg,29.99,1
clocky,Alarm Clock On Wheels Digital Alarm Clock On Wheels Extra Loud for Heavy Sleeper Adult Or Kid Bed Room Funny Rolling Run Moving Jumping (Blue),https://www.amazon.ca/Wheels-Digital-Sleeper-Rolling-Jumping/dp/B0DC6VKCYQ/ref=sr_1_9?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-9,https://m.media-amazon.com/images/I/514+2YMpdqL._AC_UL320_.jpg,39.99,1
clocky,"Flying Alarm Clock, Moving Alarm Clock, Novelty Digital LED Alarm Clock Gadget,Electronic Clock Multipurpose Run Away Flying Alarm Clock for Bedroom Office Home School",https://www.amazon.ca/Novelty-Digital-Electronic-Multipurpose-Bedroom/dp/B0CWRXD481/ref=sr_1_10?dib=eyJ2IjoiMSJ9.H06R3tx-13TVIg4rWcLKjnDdz4QaJlhNda2mkpRsEIQqwSOV2R2TKjRakSwW4-DCy06oawjZJ6eMNre2bmUYFUw7MnOc4gwrUnCMR7_y4azvGTl7yGNY9upuuSzF7xdnOplutu-ReIXpyGIie2KG7TdFEOJ01l3i9VHt0jpOwdnDSC1qxZSMaW4oPIkbRM1v2AK52l6CMVQKsOR0Kuhlf74dPCX7xaFjD_d7cJGsAm8B6j1hx9dWOKa2wyJhCRiFqi_doJktd_JqteneEI_OOanbfZ1h1fwomvNkJpzeujc.S4enQXvU8REjQeBR7pZnEesAyDsd7GgTX1RIrYqye40&dib_tag=se&keywords=clocky&qid=1727197147&sr=8-10,https://m.media-amazon.com/images/I/6143Q9sJ-oL._AC_UL320_.jpg,34.91,1
